url,target,gemini_status,fetch_status,creates_urgency,uses_threats,requests_sensitive_info,offers_unrealistic_rewards,has_spelling_grammar_errors,impersonated_brand,language_professionalism_score,overall_phishing_likelihood_score,summary_of_intent
https://www.montgomerycollege.edu,1,OK,OK,False,False,False,False,False,Montgomery College,9.0,1.0,"The page appears to be the official website for Montgomery College, providing information about academic programs, admissions, financial aid, campus life, and news."
https://lbrhjz.webwave.dev/,0,Skipped_Due_To_Fetch_Error,Error_404,,,,,,,,,
https://www.dalton-cosmetics.com,1,OK,OK,False,False,False,False,True,,4.0,2.0,"The page appears to be a legitimate e-commerce website's location selection and cookie/JavaScript enablement prompt, with some language errors."
https://www.codyhouse.co,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate website for a web design resource, offering components, templates, and documentation, with no indicators of phishing."
https://www.stateparks.com,1,OK,OK,False,False,False,False,False,,8.0,1.0,"The page appears to be a directory and information portal for various parks across the United States, providing details, reviews, and links to state and national park resources."
https://www.fasthotel.com,1,OK,OK,False,False,False,False,False,Fasthôtel,9.0,2.0,The intent of the page is to promote Fasthôtel's budget hotel services and encourage users to book accommodations.
http://www.ucomsoft.cn,0,OK,OK,False,False,False,False,False,,0.0,0.0,The text appears to be titles or descriptions of adult video content and does not exhibit characteristics of a phishing attempt.
http://www.world-cup-live-2018.stream,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.naturgeflechte24.de,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate e-commerce website selling natural fences, privacy screens, basketry, and garden accessories, with current sales and product listings."
https://www.granadoespada.in.th/,0,Skipped_Due_To_Fetch_Error,Redirect_301,,,,,,,,,
https://www.tmu.ac.in,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be the official website of Teerthanker Mahaveer University, providing information about admissions, programs, news, and campus life."
http://dapps-connect2syncs.com,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
http://www.sbi.mx/page/41/786/rauth.php,0,Skipped_Due_To_Fetch_Error,Redirect_302,,,,,,,,,
https://www.leyton-lighting.co.uk,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate company website for a lighting products manufacturer, providing information about their products, services, and contact details."
https://www.bhpsprzedaz.pl,1,OK,OK,False,False,False,False,True,,2.0,3.0,"The page appears to be a notification that a store has been closed, possibly due to a technical issue or a business decision, and thanks the user for their cooperation."
https://www.axa-atoutcoeur.fr,1,OK,OK,False,False,False,False,False,,9.0,0.0,"The text appears to be a title or name of an organization, with no discernible intent to solicit information or engage in malicious activity."
https://www.gravetyemanor.co.uk,1,OK,OK,False,False,True,False,False,,9.0,2.0,"The page appears to be for a legitimate luxury hotel, providing information about its services, accommodation, dining, and booking procedures, which includes requesting credit card details to secure reservations."
https://www.fastmail.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page is an official website for Fastmail, a private email hosting service, aiming to inform users about its features and encourage sign-ups."
https://gateway.pinata.cloud/ipfs/bafybeib2gf24er55gzcqdyxuysgvho2vzvohv3kx6dk6ynsw5dh2wxgywa/pl2auth.html,0,Skipped_Due_To_Fetch_Error,Error_HTTP_403,,,,,,,,,
http://security-admindsada.zzux.com/,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.partydesign.com.au,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate business website for event styling and decor hire services, providing information about their offerings, experience, and contact details."
https://www.hesketh.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate business website describing their product, Enemieslist, and its capabilities."
https://www.bunkfest.co.uk,1,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://bafybeigddhf7suscl6ux6vaw7hb6eo2t7erptc5pyf3u7xxwpuqugh2dam.ipfs.w3s.link/russell.html,0,OK,OK_Dynamic,False,False,False,False,False,,7.0,2.0,"The page is an error message from Cloudflare indicating access has been denied due to browser signature, with a link to further troubleshooting information."
https://www.upm.es,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be the official website of the Universidad Politécnica de Madrid, providing information about academic programs, news, events, and university operations."
http://www.furnituremanila.com,0,Skipped_Due_To_Fetch_Error,Redirect_301,,,,,,,,,
https://www.euroconference.org,1,OK,OK,False,False,False,False,False,,8.0,1.0,"The page appears to be an informational website for a software conference, providing details about past and upcoming events, sponsors, and the organization itself."
https://www.marknrise.com,1,Skipped_Due_To_Fetch_Error,Redirect_302,,,,,,,,,
https://sblkkycpageno7.web.app/,0,Skipped_Due_To_Fetch_Error,Error_404,,,,,,,,,
https://www.experiencelemans.com,1,OK,OK,False,False,False,False,False,,7.0,1.0,The page appears to be an e-commerce site selling memorabilia related to the 24 Hours of Le Mans race.
https://www.shironeko-app.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be an official website for a game developer named '白ネコアプリ' (Shiro Neko App), providing information about their released escape games and social media links."
https://www.thelmaarts.org,1,Skipped_Due_To_Fetch_Error,Redirect_301,,,,,,,,,
https://www.cltpediatricdentistry.com,1,Skipped_Due_To_Fetch_Error,Redirect_301,,,,,,,,,
http://www.jaycees.co.uk,0,OK,OK_Dynamic,False,False,False,False,False,,7.0,1.0,"The text appears to be a placeholder or parked domain page, indicating the domain may be for sale."
http://43.153.193.223/v3/signin/identifier?dsh=s643166%3a1679335246335525&amp%3bcontinue=https%3a%2f%2faccounts.google.com%2f%3f&amp%3bfollowup=https%3a%2f%2faccounts.google.com%2f%3f&amp%3bxrealip=107.178.200.222&ifkv=awnoghddqi2nuo9ak4mdl9o5vdst3p2yscpqksjubcahdamevvsai4cuppoolggkcbuvuexsrv5ara&passive=1209600&xrealip=107.21.207.171&flowname=weblitesignin&flowentry=servicelogin,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.leonorgreyl.com,1,OK,OK,False,False,False,False,False,Leonor Greyl,9.0,2.0,"The page appears to be the official website for Leonor Greyl, a natural hair care brand, aiming to sell products and provide information about their routines and brand."
https://www.artiststudiomuseum.org,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate website for an artist's studio museum network, providing information about various studios and museums."
http://ribzfajpga.duckdns.org,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
http://www.frankasah-holdings.com,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://drxcarwash.com/fgxhcxgjfhgfgxdjhdd97/djfdhzxfbjvgfzdfdh3453/,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
http://exoduswalletdesktop.com/login,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.taylorcounty.iowa.gov,1,Skipped_Due_To_Fetch_Error,Redirect_301,,,,,,,,,
https://www.nimblefoundation.org,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate website for a training foundation offering various soft skills and professional development courses, with information about their online programs and upcoming webinars."
https://www.bulbs.com,1,Skipped_Due_To_Fetch_Error,Error_HTTP_403,,,,,,,,,
https://www.northeastfactorydirect.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The intent of the page is to sell furniture and home furnishings, offering various product categories, brands, and financing options."
https://www.incomeinvestors.com,1,Skipped_Due_To_Fetch_Error,Error_HTTP_403,,,,,,,,,
https://www.donebettergifts.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate e-commerce website selling personalized gifts, with no indicators of phishing."
https://www.devio.org,1,Skipped_Due_To_Fetch_Error,Redirect_301,,,,,,,,,
https://www.youngmuslimdigest.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be the legitimate website of a Muslim publication, offering articles, opinions, and information related to Islamic topics."
https://www.internetelite.ru,1,Skipped_Due_To_Fetch_Error,Redirect_301,,,,,,,,,
https://www.promenaden-hauptbahnhof-leipzig.de,1,OK,OK,False,False,False,True,False,Promenaden Hauptbahnhof Leipzig,9.0,4.0,"The page aims to attract users to subscribe to a newsletter by offering a chance to win a shopping budget, while also providing information about the shopping center's shops, events, and services."
https://cf-ipfs.com/ipfs/qmbxenkx5ijxuelwjeontcpqtrabe45lgdayzz69qqcgwn,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://calm-boat-4b1b.redwkshf.workers.dev/,0,Skipped_Due_To_Fetch_Error,Error_HTTP_403,,,,,,,,,
https://lockpolgui.tk/15321,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.modestogov.com,1,OK,OK,False,False,False,False,False,City of Modesto,9.0,1.0,"The webpage appears to be an official news and information portal for the City of Modesto, providing updates on city projects, events, and services."
https://www.infokombinat.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate business website for a mobile app development company, seeking to attract clients through contact information and a description of their services."
http://www.cloo.com,0,Skipped_Due_To_Fetch_Error,Redirect_301,,,,,,,,,
https://paypal-support.com.desenvolvedortheosbank.com.br/login.php?cmd=_account-details&amp;session=216913a7b00d6f3410d31ce7bd49651d&amp;dispatch=f0ac530ba0d326bf3ab8b80a8ac63e31acba84c4,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://isxykfokg84r.martincaldeyro.com/ywj1c2vaaw9ub3muy29t,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
http://www.sttheresealumni.com,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.jenniverse.com,1,OK,OK,False,False,False,False,False,,8.0,1.0,"The page appears to be a personal website showcasing the creative works and interests of Jennifer Diane Reitz, including stories, games, music, and art."
https://www.elca.org,1,OK,OK,False,False,False,False,False,Evangelical Lutheran Church in America,9.0,1.0,"The page appears to be the official website of the Evangelical Lutheran Church in America, providing information about the organization, its beliefs, leadership, and ministries."
https://www.letempsarchives.ch,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be an archival search interface for historical newspapers, providing information about the collections and partners."
https://www.paleobelle.com,1,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.rues.org.co,1,OK,OK,False,False,False,False,False,,9.0,0.0,The page appears to be a legitimate header or title for an official registry.
http://mnupormmbh.duckdns.org,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.clearedition.jp,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate blog or gallery website discussing art, with no indicators of phishing."
https://www.saratoga.com,1,Skipped_Due_To_Fetch_Error,Error_HTTP_403,,,,,,,,,
http://www.socis.cf,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
http://www.followgho.byethost7.com,0,OK,OK,False,False,False,False,False,,8.0,1.0,The page is intended to inform the user about a DNS resolution error and provide troubleshooting steps.
https://www.vauxhall.co.uk,1,OK,OK,False,False,False,False,False,Vauxhall,9.0,1.0,"To present information about Vauxhall vehicles, offers, and company details to potential customers."
https://www.newlynartschool.co.uk,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate website for an art school, providing information about courses, tutors, and registration, with standard cookie consent and newsletter signup functionalities."
https://www.visityap.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The intent of the page is to provide information and encourage tourism to Yap, Micronesia, detailing dive sites, accommodations, travel information, cultural heritage, and activities."
https://www.findknowdo.com,1,Skipped_Due_To_Fetch_Error,Error_HTTP_403,,,,,,,,,
https://www.klpteatro.it,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate website for a theater publication or organization, providing news, reviews, event listings, and information about theatrical productions."
https://typescape.com.au/index.html,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.beacontechnologies.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate business website for Beacon Technologies, Inc., showcasing their services, portfolio, team, and company values."
http://aliboxer.live/,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
http://momentous-typical-vein.glitch.me/,0,Skipped_Due_To_Fetch_Error,Error_HTTP_410,,,,,,,,,
https://obabanter29.web.app/,0,Skipped_Due_To_Fetch_Error,Error_404,,,,,,,,,
https://www.grandlodge.gr,1,Skipped_Due_To_Fetch_Error,Redirect_301,,,,,,,,,
https://www.techmtaa.com,1,Skipped_Due_To_Fetch_Error,Error_HTTP_403,,,,,,,,,
https://paketstrankaposta.firebaseapp.com/,0,OK,OK,False,False,False,False,False,Pošta Slovenije,9.0,3.0,"The page appears to be the legitimate private section of Pošta Slovenije, a postal service, with no immediate indicators of malicious intent based on the provided text."
https://www.relections.in/sharepoint/file/,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
http://www.aouynope.cf,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://mail.deliverylifesupport.com/public/vybx2jl0arbbaezvnxe9bb9etoaohnls,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.cabospatchcord.com.br,1,Skipped_Due_To_Fetch_Error,Redirect_301,,,,,,,,,
https://www.celsius.com,1,Skipped_Due_To_Fetch_Error,Error_HTTP_403,,,,,,,,,
https://microsoft265.yolasite.com/,0,Skipped_Due_To_Fetch_Error,Error_404,,,,,,,,,
http://u1925690.plsk.regruhosting.ru/,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.davidrevoy.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a personal artist's website showcasing blog posts, webcomics, and artwork, with options for patronage and licensing information."
https://notificacionbancobisa--wzagaceta.repl.co/des/index.php,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.cubecart.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate website for CubeCart, an open-source eCommerce platform, providing information about its features, updates, and hosting services."
https://www.dotaceproobce.cz,1,Skipped_Due_To_Fetch_Error,Redirect_301,,,,,,,,,
http://www.update-divar.ml,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.provenceguide.co.uk,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate tourism website for the Vaucluse region of France, providing information about attractions, events, and travel."
https://www.appsirgames.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The intent of the page is to promote and provide information about retro horror games developed by AppSir Games, encourage community engagement, and collect email addresses for marketing purposes."
https://www.odettas.com,1,Skipped_Due_To_Fetch_Error,Redirect_301,,,,,,,,,
http://www.vgt5tvrnpq.blogspot.com,0,Skipped_Due_To_Fetch_Error,Error_404,,,,,,,,,
http://www.l.iqvec.com,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.tonawandacity.com,1,Skipped_Due_To_Fetch_Error,Error_HTTP_403,,,,,,,,,
https://www.lizworthy.com,1,OK,OK,False,False,False,False,False,,9.0,0.0,"The text appears to be from a personal portfolio website, likely for an individual named Liz Worthy, showcasing their work, blog, and contact information."
https://zadksa.com/validacion/,0,Skipped_Due_To_Fetch_Error,Error_404,,,,,,,,,
https://www.correiobraziliense.com.br,1,OK,OK,False,False,False,False,False,Correio Braziliense,9.0,1.0,"The page appears to be a legitimate news portal, providing various articles and news sections without any indicators of malicious intent."
https://www.velebit.ai,1,OK,OK,False,False,False,False,False,,9.0,1.0,The page appears to be a legitimate business website offering AI and machine learning consultancy and services.
https://www.dumpscompany.com,1,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
http://www.mmakwakingjajasalmghandnaiojamixicolqadaraz.s3.sa-east-1.amazonaws.com,0,Skipped_Due_To_Fetch_Error,Error_404,,,,,,,,,
https://www.richardcastle.net,1,Skipped_Due_To_Fetch_Error,Redirect_301,,,,,,,,,
http://www.intocaveis.bet,0,OK,OK_Dynamic,False,False,False,False,False,GoDaddy,9.0,1.0,"The text appears to be a standard domain auction listing from GoDaddy, indicating the availability of the domain 'intocaveis.bet' for purchase."
http://www.acc.arabicdessert.co,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.ekie-nat.ekaste.wnbckr.top,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.building-products.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate industry news and product digest website, providing articles and information related to building products and the merchant magazine."
http://64.47.167.72.host.secureserver.net/.sac-atendimento/?hash=luis-bonilha@ig.com.br,0,Skipped_Due_To_Fetch_Error,Error_404,,,,,,,,,
http://mmbcconsulting.co.za/b-ionos/,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
http://jjinnnzlkx.duckdns.org,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.sindhoipatola.in,1,OK,OK,False,False,False,False,False,,8.0,2.0,"The page appears to be an e-commerce website selling Patan Patola and Rajkot Patola products, providing product details, customer testimonials, and contact information."
https://www.birminghamrewound.com,1,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.wernerherzog.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"To provide information about Werner Herzog's filmography, awards, events, and publications."
http://u1965047.plsk.regruhosting.ru/263/,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.parkingpalmagnet.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The intent of the page is to sell child safety products, specifically car magnets and related items, designed to help keep children safe in parking lots."
https://ing-support-au.com/,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://rackspacexx00001.web.app/,0,Skipped_Due_To_Fetch_Error,Error_404,,,,,,,,,
https://www.lovelycitizen.com,1,Skipped_Due_To_Fetch_Error,Redirect_301,,,,,,,,,
http://www.ffsurveyors.com.br,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.ideenstart.de,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate business website for an online marketing agency, providing information about their services and contact details."
https://friendsgettingtogether.org.au/validacion/e-brou/step1.html,0,Skipped_Due_To_Fetch_Error,Error_404,,,,,,,,,
https://www.laaloosh.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate recipe website, providing various healthy and easy-to-make recipes with descriptions and author information."
https://www.legitquest.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page aims to promote and sell AI-powered legal research, litigation management, and due diligence tools to legal professionals and organizations."
http://www.kueronekayacotn-co-jp.kueronekayacotn.hejjnz.top/ai/?authenticated=true&amp;openid/gp/signin/x&amp;i=a&amp;oauth=m&amp;i?ie=utf8&amp;ref_=rhf_custrec_signinf20e6b2bf09573dd8bdb04c68df3747a34406dd7,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.annesrose.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be an informational website for a church named 'Anne's Rose Church', detailing its history, mission, and activities, with no indication of phishing."
http://www.mellatbnk.ml,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://infoclaim-rewards.github.io/paxful/,0,Skipped_Due_To_Fetch_Error,Error_404,,,,,,,,,
https://www2.amazaon.co.jp.login.xosgnph.cn/ap/signin,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.foodswinesfromspain.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate informational website about Spanish food and wine, providing articles, news, and details about products and regions, with a standard cookie consent mechanism."
http://log-in-lpb-lv-auth-validation-23.highgrove-construction.com/aruba/aruba/aspnet-client.php,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.bostonmobilesandblasting.com,1,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.faafood.net,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a blog post discussing Thai cuisine, royal Thai cuisine, and dietary tips for holidays in Thailand, with no indication of malicious intent."
https://billowing-lab-0f75.e4um2s70u4.workers.dev/,0,Skipped_Due_To_Fetch_Error,Error_HTTP_500,,,,,,,,,
https://www.cherohala.org,1,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.austinchronicle.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be the legitimate website of the Austin Chronicle, providing news, event listings, and articles about local culture and music."
https://www.health-ni.gov.uk,1,OK,OK,False,False,False,False,False,Department of Health,9.0,1.0,"The page appears to be an official government health department website providing information on health services, news, publications, and contact details."
https://www.flxsys.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate corporate website for an aerospace technology company, providing information about their services, values, and contact details."
https://zimlet-message11220.web.app/,0,Skipped_Due_To_Fetch_Error,Error_404,,,,,,,,,
https://211creditrepair.net/textfriend/index.html,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.tuflow.com,1,OK,OK,False,False,False,False,False,,9.0,1.0,"The page appears to be a legitimate website for a company named TUFLOW, providing information about their hydraulic modelling software products, applications, training, support, and pricing."
https://www.markshuttleworth.com,1,OK,OK,False,False,False,False,False,,10.0,0.0,This page is a placeholder indicating that the website is intentionally blank and awaiting content.
https://www.perfumeoils.com,1,OK,OK,False,False,False,False,False,,8.0,2.0,"The page appears to be an e-commerce website selling wholesale perfume oils and related products, with a disclaimer about not being affiliated with designer brands."
https://cloudflare-ipfs.com/ipfs/qmpgrvcn5u2bwurlqngez2peqnyy9yfpa2dagy6vjjuggf,0,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.karnataka.gov.in,1,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
https://www.stilartmoebel.de,1,OK,OK,False,False,False,False,False,,9.0,0.0,The page appears to be a technical redirect message indicating a system maintenance process.
https://www.brewmethods.com,1,Skipped_Due_To_Fetch_Error,Error_Request,,,,,,,,,
